	weight	ssn	hemoglobin	alp	etytr	alt	erytrocyty	hbver	name	hematokrit	indicator	er-cv	leukocyty	smoker	relationship	ast	trombocyty
1572	55.79892	708-19-0735	9.74887	13.72283	7.12930	0.80348	6.72607	6.58078	Mr. Michael Smith DDS	7.40125	0.00000	59.99626	8.91417	no	divoced	58.13692	7.55152
1573	62.81609	626-98-3141	9.51361	18.73769	8.56637	1.96061	6.72488	6.58203	Jennifer Bond PhD	10.69317	1.00000	57.26074	6.86782	Y	single	33.73651	9.40165
1574	126.95396	344-59-9182	6.57533	82.59107	5.25519	1.63642	6.62223	7.88335	Jo Hernandez	8.11617	1.00000	59.55916	9.19277	no	married	46.31022	5.79476
1575	32.35750	726-97-2129	5.57974	73.31198	6.86579	2.02830	7.03245	6.75194	Alyssa Mahoney	9.56833	1.00000	57.80703	9.11352	no	married	61.96199	7.19843
1576	97.35853	851-03-5999	8.69300	20.21039	8.38294	1.57263	6.74465	8.25297	Candace Wright	6.83917	1.00000	47.38918	6.52263	no	widowed	18.14093	8.02004
1577	7.81269	583-13-1889	9.51366	15.15401	6.95554	3.24210	7.51211	7.77282	Mrs. Sarah Ramirez	8.13857	0.00000	76.62706	8.45285	no	married	76.96982	6.27479
1578	40.69270	894-08-8056	9.72353	14.67631	9.02077	6.17346	8.32451	6.65534	Kim Johns	10.11287	1.00000	39.45883	6.03027	no	married	65.06378	6.52866
1579	17.51872	390-87-9749	8.54675	25.56846	5.67226	3.15519	7.57448	9.57503	Jasmin Henry	8.66709	0.00000	79.66122	8.18342	no	married	44.82311	6.17689
1580	57.67884	126-26-6974	7.29923	70.01106	7.45917	2.69629	7.07341	6.79369	Jamie Rhodes	8.13878	0.00000	39.52661	8.94903	yes	married	48.11419	9.45442
1581	54.70227	110-27-7140	9.90716	11.73733	8.73156	2.89745	7.88179	7.31208	Derek Webb	6.72438	1.00000	62.41838	6.55057	no	married	35.77148	8.24872
1582	43.71825	209-49-0075	8.12024	36.13184	5.09494	4.26428	7.97472	9.00382	Sean Henry	9.41736	0.00000	48.10713	8.59549	no	married	52.01444	7.18179
1583	84.73834	077-23-6308	8.60104	22.90105	8.59226	3.19839	7.78634	7.17868	Jacob Gray	10.29718	1.00000	48.65935	5.51170	no	divoced	60.88297	7.96797
1584	99.47759	898-59-5139	6.02535	84.63510	5.88952	3.48759	7.21297	9.72329	Jacqueline Burns	11.21955	1.00000	66.73206	9.12231	Y	married	48.21361	7.53685
1585	88.52909	012-28-6217	10.36799	31.23065	6.61918	1.84513	6.82077	7.19323	Jessica Taylor	8.50861	1.00000	57.61113	4.45707	yes	divoced	47.34431	8.07582
1586	61.37366	895-97-3062	5.41825	72.08369	7.25428	2.52040	7.13514	5.34802	Andrew Randolph	8.44009	1.00000	40.26492	9.56159	no	nop	38.32598	7.56858
1587	49.76926	452-69-0749	7.69549	51.60765	4.37615	1.89768	6.33460	6.78928	Julie Dickerson	9.88207	0.00000	53.11518	8.15972	no	single	49.90486	6.92067
1588	108.05756	487-28-1935	6.55852	90.07147	6.20243	6.53485	8.56652	6.92320	Aaron Rose	9.36046	1.00000	44.34427	8.28436	yes	divoced	41.07498	7.75400
1589	113.93859	872-56-0136	9.92227	20.45262	7.85514	1.73372	6.73624	8.71259	Joseph Clark	9.86385	1.00000	72.92622	5.11904	no	nop	35.07403	7.68136
1590	26.39257	004-12-7497	10.41388	27.60195	7.65670	1.82077	5.91548	7.78144	Rebecca Fleming	8.00576	1.00000	27.67133	6.52668	yes	widowed	38.23610	5.10905
1591	78.57090	262-39-9537	5.55511	77.35770	6.00592	54.67783	10.76472	6.57579	Kelli Leon	10.08410	1.00000	40.09778	10.44098	yes	single	50.65755	7.71399
1592	65.77899	300-92-8027	6.86016	81.34196	6.51397	3.86627	7.81294	7.26616	James Murray	11.59354	0.00000	56.08573	9.58179	yes	divoced	40.89874	8.00460
1593	37.19809	017-04-4746	10.26072	24.85411	10.18233	2.09533	6.86830	5.98565	Julie Cohen	10.03240	1.00000	37.88479	6.21948	yes	nop	56.84632	7.49964
1594	75.38394	409-10-0970	7.83708	45.99187	8.42632	3.74163	7.73743	6.89691	Mary Diaz	10.75683	1.00000	43.59927	5.45039	no	married	48.21326	6.01290
1595	72.01396	232-56-8407	5.91178	81.97602	5.41313	7.70286	8.65515	10.02594	Victoria Riley	7.35379	0.00000	59.28860	8.49443	no	widowed	29.81358	7.21110
1596	72.22624	131-35-5054	9.61984	14.74909	6.47570	1.69533	6.13319	7.49981	Lisa Allen	7.62022	0.00000	55.70489	8.66244	yes	married	56.27633	8.14352
1597	26.84032	622-90-6189	6.50760	84.67266	6.19777	33.45109	10.23180	9.32929	Justin Shaw	8.40567	1.00000	55.46906	5.88727	N	single	48.00856	8.26983
1598	73.57248	405-88-5561	8.21258	41.41153	6.30759	1.04108	5.90683	6.23420	Robert Shields	10.05351	0.00000	62.38913	9.49853	no	married	58.61356	7.37136
1599	69.07829	177-58-1532	8.49577	28.81317	6.88831	3.72502	7.80721	7.12695	Tim Lyons	9.58378	0.00000	79.85311	9.22072	no	nop	74.42337	7.31867
1600	86.78796	705-94-7424	11.36949	59.08070	9.11164	5.46115	8.17845	6.69227	Tiffany Gonzales	9.72479	1.00000	51.84404	5.60450	no	widowed	48.62001	6.88021
1601	36.02600	467-51-1819	6.16293	77.24630	6.92542	1.14811	5.83493	8.33848	Randy Brown	8.50111	1.00000	49.68881	7.97048	Y	divoced	29.55331	6.50341
1602	27.19024	138-71-9941	9.21854	17.98336	10.59440	4.22301	7.52911	5.20239	Justin May	10.50879	1.00000	67.74300	7.24607	N	single	50.95031	6.80639
1603	141.34679	667-88-2141	4.87940	54.01685	8.25388	2.07581	6.99054	7.17626	Miguel Lee	8.89840	1.00000	44.11130	8.24386	no	divoced	48.56669	7.66585
1604	49.99570	112-97-8970	9.70369	15.64668	7.03632	3.63981	7.73499	6.98554	John Evans	7.31188	0.00000	51.55573	8.28896	no	separated	54.92879	7.75642
1605	56.81414	082-77-4365	8.00548	46.55275	7.24240	2.81034	6.99105	7.71078	Eileen Nunez	9.94419	0.00000	47.46158	9.73085	no	nop	40.02749	7.30044
1606	96.67317	406-92-3305	6.37345	85.60681	6.04699	5.85229	8.17888	7.88871	Brad Curtis	7.89059	0.00000	54.70873	8.49437	Y	divoced	49.42261	8.22158
1607	81.34911	364-89-6921	4.74059	47.80987	8.32173	2.38489	7.13529	8.01110	Micheal Young	8.71518	1.00000	52.31751	7.15033	Y	single	67.78880	7.07145
1608	101.56132	566-74-2611	8.28394	35.82145	8.26526	2.12405	6.57638	8.55980	Monica Baxter	7.76308	1.00000	38.05423	6.32788	yes	single		8.36863
1609	60.89953	667-05-3440	8.07779	39.31657	7.78450	4.83997	7.94315	8.41731	Kristina Harper	9.21650	1.00000	47.59179	6.03413	no	divoced	58.45475	9.83714
1610	-5.23430	533-86-8110	8.42801	26.83520	9.22545	3.35982	7.69912	9.05325	Robert Velasquez	7.95027	1.00000		6.57938	no	single	49.95225	7.67073
1611	91.93263	548-27-9671	9.37516	15.14800	7.75579	25.93988	10.02047	7.70746	Betty Barnett	5.58439	1.00000	55.64430	6.07361	Y	married	37.42682	7.69693
1612	121.13664	896-04-4703	7.77572	52.71610	4.51022	9.64353	8.97103	6.45932	Bethany Hernandez	7.80427	1.00000	61.78350	8.74486	no	married	66.31499	7.38396
1613	122.93220	600-28-3972	7.42409	63.89209	6.61747	1.83694	6.18571	7.78310	Dominique Sandoval	6.83460	1.00000	62.05849	7.15856	Y	separated	35.81796	8.40625
1614	77.15568	584-14-4512	7.58519	64.67370	7.17197	3.98449	7.71998	8.34492	Todd Schmitt	7.60976	0.00000	49.07563	8.49439	no	divoced	41.75899	5.88572
1615	56.32591	860-87-4464	8.39680	34.23377	8.51716	1.72596	6.66435	9.05054	Matthew Lopez	7.64031	0.00000	47.61660	8.81337	Y	single	72.13896	8.02982
1616	80.77210	010-01-7667	9.15579	16.93657	6.07995	3.73268	8.12415	8.95682	Allen Alvarez	8.16297	0.00000	48.25021	7.93455	Y	married	40.88791	7.75030
1617	76.54275	746-66-5641	7.22599	66.59472	5.98787	9.56954	8.84836	7.32147	Robert Carrillo	9.08123	1.00000	86.13153	10.04018	no	divoced	41.40655	7.23902
1618	14.09356	317-75-0918	7.14856	74.08616	8.88993	2.20000	5.89657	8.67417	Scott Gomez MD	11.86434	1.00000	48.89925	5.52348	no	separated	59.83349	9.47695
1619	73.97902	456-04-8535	7.17740	72.19462	10.47987	1.82627	6.59189	7.62279	Antonio Combs	6.18585	0.00000	55.18094	9.79846	no	nop	39.65597	7.52989
1620	69.88070	489-50-5037	7.25898	73.30294	7.84800	3.14147	7.51681	7.00920	Diana Howard	6.21780	0.00000	39.69328	9.04438	no	single	41.85811	8.18402
1621	84.53668	323-66-7495	5.99215	90.61658	8.17476	4.33730	7.69183	7.94708	Madison Gordon	9.46154	1.00000	73.29688	7.35387	Y	nop	47.85022	8.51429
1622	117.52606	034-51-5043	9.37478	16.16382	10.60074	5.03198	8.29452	7.45533	Ricardo Barr	10.01356	1.00000	67.67130	7.29659	yes	nop	43.39354	8.50183
1623	70.33496	515-64-0555	5.04217	60.64807	7.80293	4.20359	8.34387	8.06777	Justin David	8.92797	1.00000	62.38119	7.44204	no	married	73.29536	7.34897
1624	70.66304	578-17-2232	9.87670	16.28615	7.77654	1.55714	7.02211	8.78134	Garrett Johnson	8.36049	1.00000	45.78085	5.49583	yes	widowed	38.98000	7.47785
1625	67.60868	400-87-2069	5.99792	87.48407	6.11093	1.88515	6.06804	9.11531	Thomas Daniels	5.62260	0.00000	46.23039	9.07480	no	separated	33.32626	8.75064
1626	45.08347	799-58-8234	5.46513	68.08984	3.68884	2.49948	7.14437	7.37852	Melissa Kelly	6.16848	0.00000	48.65562	8.19563	no	single	50.48118	9.11029
1627	55.60852	835-50-3279	9.90738	24.96543	6.95243	4.13818	8.06817	5.46007	Nicholas Evans	7.27330	1.00000	52.22820	6.19356	yes	separated	47.67647	6.99919
1628	84.94037	387-14-8962	10.28374	28.27686	7.27770	3.42636	7.22301	8.26223	Christine Carlson	7.20159	0.00000	47.09736	8.64332	no	single	70.76793	7.21654
1629	118.31192	407-41-9671	7.09840	78.67266	4.62612	3.52254	7.37006	7.58017	Michael Preston	8.40119	1.00000	35.52301	7.44393	Y	divoced	73.46169	8.82670
1630	21.44877	649-93-9772	9.59045	15.03191	8.63418	6.72329	8.50563	7.62326	Joy Vargas	5.70426	1.00000	76.57548	6.36784	yes	married	30.88930	6.31626
1631	0.11206	715-92-6643	4.35297	35.56458	4.37151	3.12086	7.73408	7.46843	Andrew Thomas	5.45491	0.00000	55.03871	8.98562	yes	single	52.64561	7.82314
1632	38.17244	315-70-4955	7.46312	67.21784	6.58253	3.02346	7.23757	7.79261	Kyle Morris	8.14217	0.00000	52.33195	8.53667	no	divoced	49.10665	5.29489
1633	109.23361	772-62-8933	8.65923	19.56344	10.38708	3.94142	7.84148	6.92352	Jennifer Mckenzie	9.23244	1.00000	63.97118	7.16692	no	nop	28.22928	8.56108
1634	22.00665	245-69-7771	10.28203	19.86729	7.88520	7.18967	8.65731	8.67296	Alyssa Lawson	6.10637	1.00000	54.08180	6.83348	no	divoced	73.58659	7.92897
1635	69.65161	517-08-2579	4.41107	39.16698	2.10862	5.20174	7.98699	7.52569	Steven Long	4.81995	0.00000	36.10815	8.08925	N	divoced	24.06949	6.80266
1636	31.15152	647-61-0386	6.31137	84.52106	6.47684	10.69220	9.01513	7.02606	Steven Roberts	9.43654	1.00000	32.31247	9.32655	N	single	56.97232	7.40723
1637	80.60655	727-16-2718	9.73127	13.75714	7.60596	5.72367	7.81211	7.42102	John Delgado	7.79181	0.00000	51.45114	8.80512	no	widowed	55.41313	6.66240
1638	52.67843	806-48-1089	6.03382	81.98828	5.53744	3.03173	6.83929	8.73351	Jeremiah Jacobs	12.99800	1.00000	64.65917	11.46367	no	single	39.88984	7.93152
1639	72.24652	512-79-0396	6.95202	78.92555	5.56345	5.04034	8.01291	7.80870	Patrick Hernandez	8.18817	1.00000	63.01074	9.14831	Y	single	54.38242	8.29962
1640	9.16414	523-07-6583	5.53026	73.25646	6.94163	3.72581	7.85428	8.88122	Katherine Roy	9.40357	1.00000	75.89449	8.81064	yes	married	54.28922	6.97858
1641	111.62574	004-90-3556	10.29455	22.58926	7.78828	5.30887	7.94450	7.53075	Kathryn Todd	7.90658	1.00000	57.21999	6.49658	no	widowed	31.29002	8.24103
1642	124.85312	163-63-6906	7.19986	76.38440	7.82849	7.28624	8.74454	9.26765	John Davis	8.95033	1.00000	51.95220	6.69583	no	divoced	54.14380	8.59065
1643	34.02546	490-78-5386	6.16578	83.80084	6.92364	2.83013	7.49019	8.11913	Stephanie Miller	10.16430	1.00000	27.95936	7.22433	Y	separated	60.02759	7.14886
1644	72.70182	059-11-2168	6.15521	85.87775	6.02796	3.37969	7.72256	8.59630	Joseph Romero	7.85144	0.00000	54.63808	8.36036	Y	single	28.95699	7.78409
1645	47.20240	148-93-5382	8.41218	33.00171	7.33222	6.65856	8.34225	8.94364	Brian Clark	6.71765	1.00000	35.29778	5.74784	no	single	31.41944	5.11655
1646	111.58494	191-43-5058	7.57583	55.64710	6.22701	6.08669	8.45624	8.77303	Michael Fleming	7.04341	1.00000	49.21289	8.76658	N	divoced	56.23650	7.34441
1647	59.55173	451-57-9458	5.82704	80.54379	8.42466	3.24134	7.88738	6.88532	Joshua Cabrera	7.22243	1.00000	41.90810	8.47035	no	single	49.19509	6.97893
1648	98.43644	085-21-8371	6.04438	89.62035	5.80492	5.40363	8.34375	7.35496	Melissa Walton	5.01599	0.00000	50.08699	9.17827	no	widowed	55.54355	7.13194
1649	31.82430	093-76-7561	5.25471	62.72803	7.45870	3.94771	7.82758	7.10204	Andres Kim	8.98412	1.00000	61.60441	8.18745	yes	separated	39.22854	8.73256
1650	56.92168	633-80-6321	6.65817	84.77771	6.36214	5.85726	8.17055	5.97526	Sara Li	7.52481	1.00000	59.55443	8.93340	no	married	31.18981	7.24326
1651	56.06179	068-04-9965	7.87560	45.02884	8.99304	4.37879	7.93317	8.03699	Danny Cole	8.07571	0.00000	44.11879	9.18628	no	divoced	26.69296	7.36077
1652	95.18426	727-08-8200	9.63881	8.15432	7.64193	2.81716	6.87561	9.09942	Joseph Campbell	8.48832	0.00000	66.54586	9.94869	yes	separated	57.52300	7.82937
1653	44.76832	760-71-0395	9.43691	11.41308	6.59912	3.24935	7.79436	8.63402	Sara Mcknight	7.93089	0.00000	45.78631	8.75170	Y	single	70.88997	7.62982
1654	60.80577	630-76-7738	7.28203	69.35861	3.54323	6.19483	8.54824	6.61369	James Gray	10.12352	1.00000	46.19858	7.77772	N	divoced	42.92991	7.28493
1655	53.15004	541-83-2643	11.45390	63.98814	7.93847	2.80671	7.51090	7.87476	Lawrence Mcdonald	5.35810	0.00000	54.07165	8.31814	Y	married	41.60690	7.13175
1656	111.47718	692-26-4054	6.94003	77.16790	5.42620	4.31571	7.81489	6.13184	David White	10.23341	1.00000	69.87810	10.50397	N	married	38.49969	6.24650
1657	64.18166	703-23-5848	3.48448	8.33841	7.43721	1.56253	6.25860	8.04400	Terri House	10.28670	1.00000	61.41816	8.44404	no	nop	37.70185	7.77907
1658	70.24873	017-13-3027	7.70833	58.93108	4.35336	3.79386	7.86637	9.79286	Michael Chapman	9.76101	0.00000	52.91781	8.03713	no	single	48.43876	7.15359
1659	9.88847	631-80-0683	6.08826	83.71039	8.41207	2.59682	7.44044	7.69730	Patricia Dunn	9.74335	1.00000	57.59317	9.20669	no	divoced	63.44012	6.25607
1660	26.35983	512-19-0217	8.28962	36.25859	9.23977	12.64879	9.24950	6.57324	Mr. Jimmy Clark Jr.	7.16970	0.00000	78.65943	9.05806	no	single	45.21410	7.15634
1661	123.89028	453-01-6099	5.70209	75.92177	6.67450	3.18801	7.09210	5.05711	Louis Oliver	10.19920	1.00000	45.61772	9.45997	N	single	48.96413	6.27227
1662	59.86258	052-97-7215	10.01385	15.81860	7.88534	2.13982	7.27595	9.41335	Anthony Bradley	7.61654	0.00000	50.00123	9.53645	no	divoced	39.33923	9.17436
1663	5.43297	119-80-0772	9.73647	12.09566	8.04598	3.20410	7.81699	8.46746	Jennifer Warren	7.77326	1.00000	53.86789	8.94728	yes	single	47.77904	7.51245
1664	-10.71919	228-30-2766	5.55398	77.45119	3.91571	4.30907	7.83995	8.37169	Ruben Long	6.19226	1.00000	62.21126	8.32876	no	widowed	30.01122	6.62958
1665	107.14353	875-95-7863	5.10833	58.31582	9.89246	0.73903	5.83121	8.31525	Kathryn Eaton		1.00000	66.37002	7.93717	no	nop	48.47639	6.64240
1666	108.17584	221-58-3607	5.78697	80.41424	6.62076	0.83788	6.29574	7.53212	Desiree Green	9.75325	1.00000	51.36617	9.13576	no	divoced	65.87501	4.30724
1667	90.24253	160-54-4957	6.03887	84.89842	6.60805	3.21962	7.21631	7.96775	Willie Oneill	9.05048	1.00000	65.43998	9.16661	yes	divoced	51.67254	9.39009
1668	126.77721	411-06-5885	6.25989	85.67434	6.96268	5.47414	8.32194	7.71693	Daniel Cooper	8.23276	1.00000	56.02411	9.47673	no	divoced	50.71246	8.76816
1669	59.43814	488-65-3913	5.54635	77.05353	7.22281	8.67618	8.70963	7.10215	Amy Perkins	7.48804	1.00000	48.59337	7.88528	Y	married	38.93218	8.09069
1670	90.59934	834-86-5066	7.93205	44.88799	7.01068	2.96394	7.09402	7.59127	Jeremy Sims	10.95395	0.00000	69.42269	10.29463	N	single	37.34940	7.57013
1671	65.52722	871-27-9635	8.71402	26.66264	10.47142	2.45053	7.31040	7.60990	Diana Wolf	12.20897	1.00000	55.20676	6.47186	Y	separated	62.99671	7.70178
1672	86.95655	804-74-8196	5.42452	70.63593	3.81080	6.15832	8.43010	8.90569	Linda Wagner	6.18457	1.00000	72.35719	8.32274	no	married	30.08908	7.91059
1673	60.81350	794-18-5896	9.96193	16.14052	10.01507	4.69723	8.12609	7.14530	Teresa Cain	7.37559	1.00000	67.05131	7.47505	no	single	53.45002	7.92771
1674	110.42620	068-52-6551	6.57324	83.06419	6.44899	0.96740	5.76650	8.79705	Gail Alvarez	7.16553	0.00000	42.55517	8.70265	yes	married	51.22628	9.65952
1675	63.77882	257-95-6533	10.29832	20.93621	9.64099	2.53514	7.02316	9.19812	Courtney Weaver	9.56167	1.00000	37.54196	6.65564	no	nop	63.07590	7.92626
1676	43.70361	685-85-1999	6.52487	89.69969	4.35302	6.08569	8.19795	8.17535	Vanessa Delacruz	9.05277	1.00000	51.23407	7.25187	no	divoced	37.83789	8.93007
1677	85.01758	558-36-2558	8.22476	37.40150	5.94599	2.86297	7.45380	7.50742	Raymond Frank	6.21698	1.00000	65.08848	9.14955	no	single	49.81613	6.29539
1678	108.25599	240-11-6629	7.85440	46.25049	10.28052	1.97512	7.15084	8.67371	Cory Weiss	9.03936	1.00000	73.71016	7.15796	no	married	56.73770	7.77166
1679	158.31715	860-43-1245	5.76339	79.69116	8.60961	3.93869	7.80417	6.98907	Charles Price	11.04861	1.00000	52.75134	9.74380	Y	married	32.14386	7.67292
1680	107.41813	103-33-7135	9.89943	20.16110	9.54283	2.30457	5.18051	6.11824	Christina Travis	5.09934	0.00000	32.45335	9.06453	no	separated	59.08742	9.53946
1681	19.47960	726-97-2129	8.87662	24.60864	11.64964	12.04594	9.21214	7.55902	Alyssa Mahoney	11.11734	1.00000	69.50599	8.11587	yes	single	35.37638	7.27194
1682	94.15314	197-70-2080	10.71909	39.22184	7.80125	4.52417	7.87396	6.94553	Bryan Melton	6.67374	0.00000	31.30151	8.94302	no	married	39.86027	6.69595
1683	37.82069	881-84-6366	5.37851	71.12273	7.00101	2.29817	7.02174	6.55949	Jennifer Reyes	9.46984	1.00000	33.77994	9.29164	yes	single	42.07181	6.10732
1684	21.88871	695-73-5815	6.71536	89.26717	5.38102	4.34129	7.89696	9.82733	Andrew Saunders	12.07163	0.00000	61.83155	9.68972	no	married	72.07273	7.58273
1685	60.27690	732-81-8892	4.25817	28.05370	11.05530	1.62950	7.15044	8.06216	Kevin Waller	7.99845	1.00000	43.74986	7.84883	N	single	55.29982	8.85232
1686	47.30641	555-66-5223	8.77927	25.20667	3.96760	1.12462	6.35294	7.59300	James Phillips	7.82513	1.00000	88.32895	10.73004	no	divoced	49.56807	6.59136
1687	34.28152	587-26-0151	6.29140	84.48236	6.12195	2.57806	7.45499	7.60060	John Scott	10.75371	1.00000	50.90935	10.96965	yes	nop	73.96969	7.49764
1688	65.98143	814-34-4664	10.13220	17.31173	7.85317	4.90132	8.37228	5.37252	Jennifer Fox	7.39847	0.00000	57.81835		yes	single	41.09339	6.91814
1689	40.43090	483-15-6776	9.01222	18.56443	11.87156	4.73627	7.70555	8.13949	Erica Hernandez	9.43876	1.00000	58.93902	8.52195	Y	divoced	76.72039	9.28738
1690	26.15195	387-95-9753	6.34231	89.64834	5.66247	3.76719	8.01826	7.94177	Tammy Brown	9.95106	1.00000	42.69612	8.61566	no	separated	27.58219	5.94311
1691	70.91459	257-01-1988	8.10014	45.45097	3.40232	2.83945	7.17262	8.70030	Christopher Morgan	8.45892	1.00000	65.04112	8.34368	no	separated	47.18504	7.94143
1692	98.78880	410-46-5258	9.09764	16.20210	8.92424	5.07724	8.33472	9.71854	Laura Murphy	9.26062	1.00000	68.10235	5.88072	N	widowed	45.88280	8.24991
1693	31.08202	398-15-9591	6.05832	94.77322	7.38629	12.24186	9.15900	8.25395	Chad Kirk	9.65459	1.00000	54.03656	8.64366	yes	married	46.56210	7.07334
1694	72.27245	713-58-4686	10.59307	27.36987	9.68580	9.52777	8.85614	8.10448	Diane Lee	10.91259	1.00000	44.16755	6.10582	no	married	36.23257	6.03908
1695	52.81708	273-48-8160	7.01893	76.52588	5.54405	2.06290	6.88436	4.94942	Maria Sullivan	7.15460	0.00000	52.24098	8.54006	no	widowed	24.21988	7.63379
1696	63.73747	547-07-2421	5.32118	67.34588	6.35582	6.12741	8.32710	7.43874	Judy Stevens	8.62100	1.00000	57.89936	9.89381	yes	married	59.20777	5.51824
1697	43.74627	863-08-8443	6.25984	89.07467	5.76227	3.41656	7.18425	7.87691	Mitchell Moore	5.34848	0.00000	47.75632	8.80614	no	married	49.50561	9.30811
1698	61.25299	245-89-4409	9.59262	9.37511	10.61554	11.83400	9.20320	6.18467	Christopher Castro	10.18116	1.00000	42.45748	7.62594	Y	single	59.18036	7.32225
1699	89.51996	713-74-4782	8.85988	19.03476	6.89561	7.06356	8.41772	6.23115	Kenneth Martin	8.81625	0.00000	33.24988	9.28213	no	divoced	28.29422	6.73171
1700	127.28437	334-08-2348	5.96145	88.08100	7.39165	5.48650	8.36086	5.94061	Travis Peck	6.61403	0.00000	63.61704	9.29837	no	separated	55.64142	9.22076
1701	125.28397	603-76-9467	8.43336	29.79450	5.91369	2.09186	6.79908	6.48648	Mark Morris	8.87795	0.00000	56.80955	7.78388	no	single	45.68104	7.92428
1702	73.11551	661-05-1417	8.86391	13.03744	10.01832	3.88667	8.07430	6.90895	Jean Yates	10.38896	1.00000	43.77824	7.47636	yes	separated	54.17949	7.73590
1703	82.82422	373-11-6484	3.52992	14.73774	4.49271	23.10914	9.86462	7.73461	Gary Price	5.42806	0.00000	48.16521	9.22351	no	divoced	60.35543	5.57308
1704	23.15432	108-25-2088	6.48268	88.92908	6.39646	1.37235	6.78703	7.25609	Jacob Murphy	10.08790	1.00000	55.56691	10.89233	Y	separated	64.41842	5.62728
1705	64.85476	635-96-6236	9.49085	12.67062	7.07010	2.46624	7.22301	6.91181	Wesley Harrison		0.00000	30.32833	8.62534	Y	single	51.31790	10.08443
1706	102.00139	186-53-2986	8.49003	23.91422	7.92608	1.87727	6.65475	8.45724	Lisa York	8.50618	1.00000	23.51428	5.51548	yes	divoced	51.04930	8.33437
1707	47.17672	787-77-6379	9.13034	16.24274	8.03528	4.91147	8.09768	9.33723	Maria Price	8.66904	1.00000	38.41474	5.48302	yes	divoced	53.03716	8.91522
1708	74.52818	681-88-6681	8.47822	24.28027	7.99698	4.61982	7.84668	6.40488	Mrs. Michelle Fisher	7.61754	1.00000	39.92851	5.67163	no	single	29.88354	7.95881
1709	53.68280	245-60-5976	8.11163	41.50207	8.99065	3.89106	7.79235	6.90395	Laura Kirby	11.64693	1.00000	70.04618	5.99638	no	divoced	41.93557	7.91997
1710	48.98887	052-23-7161	8.42168	28.25991	3.95306	12.01710	9.12686	8.67728	Angela Juarez	7.97620	1.00000	58.84893	9.88635	N	married	34.02680	6.53290
1711	109.06990	165-52-9142	6.17108	83.49819	6.77549	1.56929	6.07744	6.90960	Jennifer Hopkins	8.40906	1.00000	59.64536	9.13009	no	widowed	59.82913	8.48048
1712	76.90509	435-86-2318	5.39732	70.24478	6.26553	1.01900	4.91784	6.11928	Michele Nielsen	9.90672	1.00000	50.40616	9.07624	Y	divoced	35.25659	6.52532
1713	62.02218	658-60-7221	6.73234	86.52330	5.82125	3.65576	7.16805	7.85419	Zachary Reid		1.00000	40.13710	9.31998	N	married	74.41918	8.23039
1714	48.66683	728-29-8042	8.96098	15.93853	8.31759	2.16522	6.72215	7.06456	Eric Bowen	6.32353	1.00000	34.29561	6.74998	Y	married	50.24770	7.19804
1715	104.51392	816-46-8513	8.73779	20.57720	7.07795	2.45388	7.15108	8.14760	Julie Dixon	8.38544	1.00000	59.63248	5.40328	no	widowed	47.60622	8.01786
1716	71.46532	534-22-0282	10.63289	29.44764	8.59267	4.36704	7.79542	6.11172	Rebecca Parks	7.50963	1.00000	37.20842	6.17314	yes	divoced	41.61039	7.77213
1717	78.23120	221-58-3607	8.87830	21.21107	6.73754	4.75538	8.12321	7.40232	Desiree Green	8.80055	1.00000	58.46156	4.88108	no	single	53.13615	9.30499
1718	129.36564	172-53-2706	7.11061	76.95920	11.08022	9.22785	8.74103	7.90885	Sara Floyd	10.98926	1.00000	61.94540	7.91158	yes	separated	47.66907	8.60492
1719	84.17006	585-44-4861	7.80387	44.89427	9.47222	3.10969	7.33134	5.99298	Crystal Cooper MD	11.31402	1.00000	51.24512	6.49314	yes	divoced	60.80764	8.26209
1720	22.44635	405-46-4894	9.33433	19.76671	4.98206	2.11033	6.35162	7.06476	Kristin Gonzales	7.41447	0.00000	36.54793	7.85694	yes	married	73.94056	8.09111
1721	32.49262	871-76-7653	5.69585	77.22826	7.88736	4.19315	7.44414	7.62803	Jennifer Sanchez	6.66111	1.00000	44.93181	7.96389	no	married	56.91075	7.65325
1722	53.58227	374-90-6983	7.79130	54.66925	10.67639	3.44457	7.65468	6.67006	Anita Glenn	5.81446	1.00000	48.59595	8.07230	Y	divoced	46.05582	8.11406
1723	-21.18328	835-50-3279	6.35232	90.20184	6.70494	2.56369	7.31341	5.99607	Nicholas Evans	7.67565	1.00000	34.20732	6.98755	yes	married	42.60809	6.35337
1724	160.01340	054-74-9387	8.96091	23.08641	9.35740	2.27286	7.33507	7.36540	James Edwards	7.13804	0.00000	81.25700	9.13418	Y	separated	58.73916	5.98322
1725	187.38954	267-11-5615	9.23642	12.17963	7.49115	2.67049	7.10044	5.90228	Tyler Martin	6.84520	1.00000	51.88169	6.54972	no	married	82.07933	7.53522
1726	22.29790	557-04-2172	7.70069	53.03246	5.85802	4.57273	7.80973	9.30021	Suzanne Robinson	10.06998	0.00000	43.33349	8.24646	no	single	34.10784	8.22299
1727	15.01814	589-28-6263	9.99768	16.06167	7.11959	4.37979	8.14449	6.79340	Stephanie Henderson	7.53980	0.00000	44.60385	9.19373	no	married	46.14714	6.81260
1728	142.56952	026-03-1324	5.94380	80.44544	5.19758	22.80431	9.84289	8.80493	Jennifer Maxwell	10.29187	1.00000	63.39860	9.92786	yes	divoced	62.30043	7.44023
